"","CLE","AB","BA","BP","BP_AB","BP_PM","H","PB","PM","PM_AB","PT","PT_AB","PT_PM","TO","BOG","ALTI","D_1A","D_1AR","D_R","D_2","D_4GA","D_7","D_8","D_8AR","D_WA","ELE","P_DEF","ARI","DWFC","EVA","GDD","MAT","PRECT","PRECU","VPD","AG","BR","FT","HF","HL","LOG","SBOM","SBOS","SBON","O1700","O1880","O1900","O1920","rf_index","Forest_Type","RainFall"
"1062",1062,6.9,0,4.98,2.42,3.84,16.36,0.78,29.45,19.7,1.14,0.14,5.97,0,0.21,228.4,6.95,8.02,63.1,11.23,0,0.53,0,0,5.35,0,64,5,11,5,8,9,7,4,7,0,1,0,0,0,0.07,0,0,0.5,32,20,24,8,"L_c","c","L"
"1063",1063,16.56,0,1.79,7.06,0.16,13.07,0,9.66,29.79,0.24,2.52,0,0,1.22,304,9.35,12.87,47.95,21.05,0,0,0,0,4.68,0,51,6,11,5,8,9,8,4,7,0,0.73,1,13.265,0,43.02,0.08,0,1.25,7.1,9.93,20.57,38.3,"L_c","c","L"
"1064",1064,20.23,0,0,0.65,0.16,20.8,0,11.91,25.94,0,0,0,0,1.55,449.13,6.94,16.76,64.16,2.89,0,1.16,0,0,5.78,126.4,45,4,10,5,6,8,8,6,7,0,0.9,0,0,0,36.22,0,0,0,54.11,8.2,19.68,13.12,"H_c","c","H"
"1065",1065,5.77,0,0,2.39,1.09,20.3,0,14.33,22.29,0,0,0.2,0,0.1,286,4.17,5.56,59.03,0.69,0,0,0,0,29.86,0,40,6,11,6,8,9,7,4,7,0,0.4,0,0.002,0,6.37,0,0,1,16.17,13.23,33.83,33.83,"L_c","c","L"
"1066",1066,7.06,0,0.74,0.78,1.21,24.79,0,17.34,28.76,0.74,0.18,0.92,0,2.59,321.12,3.89,17.62,68.91,1.56,0,1.55,0,0,6.22,97.58,35,5,10,5,7,8,8,5,7,0,0.71,0,1.241,0,16.38,0.18,0,1,27.87,11.07,13.74,37.79,"H_c","c","H"
"1067",1067,3.83,0,0.81,1.17,1.06,29.13,0,24.96,25.88,0.15,0,0.68,0,1.81,420.5,7.5,11,71.61,0.64,0,0.96,0,0,8.29,107.56,38,4,10,5,6,8,8,5,7,0,0.26,0,0,0,5.19,0,0,0.1,46.31,15.44,16.14,16.84,"H_m","m","H"
"1068",1068,5.68,0,6.92,2.61,5.68,20.56,0.47,22.99,11.07,4.83,0.51,4.66,0,0.6,273,4.94,5.86,57.41,0.93,0,0,0.62,0,10.8,0,51,5,10,5,8,8,7,4,7,0,0,0,0.879,0,6.67,0.09,0,0.5,2.04,2.04,67.35,16.32,"L_c","c","L"
"1069",1069,12.33,0,0.08,0.4,0.33,22.27,0,18.69,33.79,0,0,0.02,0,1.66,328.32,4.24,12.73,70.01,1.98,0,1.41,0,0,8.06,115.5,35,4,10,5,7,8,8,5,7,0,0.04,0,0,0,4.57,0.23,0,0.62,47.92,17.56,16.37,12.79,"H_c","c","H"
"1070",1070,12.42,0,6.79,4.47,3.31,16.72,1.49,13.41,19.7,3.31,2.15,3.97,0,0,202,0,6.19,55.67,1.03,0,0,0,0,4.12,0,44,5,11,5,8,9,8,4,7,0,0,0,0.126,0,4.64,0,0,0,17.31,61.54,15.38,5.77,"L_c","c","L"
"1071",1071,1.71,0,4.57,1.18,5.3,20.89,0,29.74,28.48,0.04,0,0.08,0,0.69,317.57,1.27,9.81,81.01,0.32,0,0.32,0,0,7.28,143.54,40,4,10,5,7,8,8,5,7,0,0,0,0.001,0,0,0,0,0.25,56.92,20.76,17.69,4.62,"H_c","c","H"
"1072",1072,9.12,0,1.04,0.55,0.7,8.24,0.01,14.16,55.7,0,0,0,0,2.19,235.46,8.05,37,39.25,3.43,0,1.86,0,0,7.16,107.25,31,4,11,5,7,9,7,5,6,0,0.11,0,1.521,2.69,0.03,0,0,0,52.26,21.04,14.25,11.76,"H_c","c","H"
"1073",1073,4.4,0,1.34,0.29,1.34,32.13,0,20.19,32.51,0,0,0,0,1.3,364.72,6.29,14.37,69.16,4.79,0,0,0,0,5.39,143.09,38,3,10,5,6,8,7,5,6,0,0,0,0,2,0.04,0,0,0,55.36,28.57,5.36,10.72,"H_c","c","H"
"1074",1074,4.1,0,0.04,0.53,0.07,46.19,0,7.09,15.63,0.04,0,0.07,0,2.6,235.18,0.5,9.65,80.45,1.73,0,0.99,0,0,5.94,91.62,26,6,11,5,8,9,7,4,7,0,5.13,0,0.009,0,15.81,0.07,0,0.71,48.18,18.25,12.41,11.68,"L_m","m","L"
"1075",1075,8.88,0,6.14,0.58,9.19,25.05,0,10.4,28.39,0.11,0,0.39,0,2.18,268.01,2.87,13.41,70.31,4.21,0,0,0,0,7.28,153.55,38,4,10,5,7,8,7,5,6,0,0,0,0,2,0.05,0.18,0,0,61.37,13.63,9.09,14.77,"H_c","c","H"
"1076",1076,9.07,0,0.78,0,1.49,14.39,0,26.79,37.85,0,0,0.14,0,1.2,322.16,15.38,23.08,42.86,10.99,0,0,0,0,7.14,154.69,58,4,10,5,6,8,7,5,6,0,0,0,0,1.5,0,0.07,0,0,51.43,8.57,0,37.15,"H_c","c","H"
"1077",1077,10.46,0,0,1.63,0.11,30.39,0,13.4,27.23,0.44,0.44,0,0,2.51,328.35,3.85,24.62,69.23,0,0,0,0,0,2.31,117.28,35,5,10,5,7,8,8,5,7,0,0.11,1,6.118,1,29.41,0,0,1,45.71,20,21.43,12.86,"H_m","m","H"
"1078",1078,9.38,0,0.23,0.97,0.06,9.93,0,17.49,31.13,0.19,0.55,0,0,1.27,206.38,5.11,42.67,43.78,2.44,0,0.89,0,0,4.22,100.52,23,6,11,6,8,9,7,3,7,0,0,1,0.639,3.4,39.18,1.49,0.03,2.14,57.87,15.36,7.09,8.27,"L_c","c","L"
"1079",1079,0.01,0,0,0.01,0.44,18.56,2.63,13.34,2.67,0,0,0,0,4.91,598.66,61.21,7.54,2.91,5.61,0,4.96,0,0,16.38,43.44,4,1,8,3,5,6,5,7,6,0,40.66,0,0.003,0,0,0,0,0,54.03,12.26,10.73,14.18,"H_c","c","H"
"1080",1080,0,0,0.09,0,0.95,12.04,5.96,15.15,4.78,0,0,0,0,2.1,600.2,73.61,12.13,1.91,4.26,0,2.77,0,0,3.83,54,14,1,8,3,5,6,6,7,6,0,54.11,0,0,0,0,0,0,0,72,20,2,6,"H_c","c","H"
"1081",1081,0,0,0,0,0,0.05,0.05,1.32,0,0,0,0,0,7.11,518.43,67.8,4.17,3.41,9.85,0,8.33,0,0,5.68,40.83,2,2,9,4,5,6,5,6,6,0,86.26,0,0,0,0,0,0,0,16.21,2.7,2.7,40.54,"H_c","c","H"
"1082",1082,0,0,0.22,0,0.61,0.39,0.92,4.16,2.45,0,0,0,0,1.31,540.56,63.87,17.1,3.55,4.52,0,2.58,0,0,8.06,57.33,9,2,9,3,5,6,6,6,6,0,80.67,0,0,0,0,0,0,0,63.41,7.32,14.63,12.2,"H_c","c","H"
"1083",1083,0,0,0,0,0,27.52,12.78,14.52,1.63,0,0,0,0,13.35,578.33,57.64,2.89,0.62,8.26,0,16.74,0,0,9.92,34.82,1,2,9,3,5,6,5,6,6,0,18.97,0,0,0,0,0,0,0,49.29,27.85,15.71,4.29,"H_c","c","H"
"1084",1084,0,0,0,0,0.18,14.2,6.4,7.2,0.29,0,0,0,0,8.07,550.95,48.94,3.26,0.16,4.57,0,7.01,0,0,33.61,40.69,4,2,9,3,5,6,6,6,6,0,29.45,0,0,0,0,0,0,0,34.99,38.34,12.5,12.5,"H_c","c","H"
"1085",1085,5.29,0,1.26,0.34,4.29,0.84,0,22.77,26.22,0,0,0.34,0,0.25,475,28.57,22.73,16.23,0.65,0,0,0,0,31.82,0,24,3,10,4,7,7,6,5,7,0,0.42,0,0.133,0,3.03,0,0,0,51.41,31.95,10.07,1.61,"H_c","c","H"
"1086",1086,1.58,0,0,1.02,6.67,0,0,35.25,36.72,0,0,0.11,0,0,433.95,49.71,16.37,6.43,0,0,0.58,0,0,26.9,97.75,29,2,10,4,6,7,6,5,7,0,0,0,0,0,3.05,0,0,0,70.1,7.21,5.15,11.34,"H_c","c","H"
"1087",1087,0,0,1.75,0.65,7.84,0.6,0.35,51.6,23.53,0,0,1.95,0,0.45,491.99,59.12,21.9,12.41,0.73,0,1.46,0,0,3.65,83.39,18,2,9,4,6,7,6,5,7,0,0.85,0,0,0,0,0,0,0,28.79,15.16,40.91,13.64,"H_c","c","H"
"1088",1088,0.96,0,3.51,2.81,12.78,0.13,0,39.04,31.76,0.07,0,0,0,1.45,498.18,79.91,9.97,2.96,0.47,0,1.25,0,0,5.45,78.13,17,2,9,4,6,7,6,6,7,0,1.23,0,0.252,0,0,0,0,0,58.07,13.85,10.38,7.31,"H_c","c","H"
"1089",1089,0,0,0,0,2.89,0,0,38.67,46.75,0,0,0,0,1.73,440.44,91.58,3.16,0,1.05,0,3.16,0,0,1.05,53.34,13,2,9,4,6,7,6,5,7,0,0,0,0,0,0,0,0,0,84.85,12.12,3.03,0,"H_c","c","H"
"1090",1090,0,0,7.56,0,11.15,1.1,0,41.38,29.49,0,0,0.07,0,0.51,486.12,73.71,15.46,5.67,0,0,0.52,0,0,4.64,90.05,21,2,9,4,6,6,6,6,6,0,0.07,0,0,0,0,0,0,0,82.15,10.71,0,7.14,"H_c","c","H"
"1091",1091,1.45,0,2.04,2.21,9.01,11.65,0,26.36,42.6,0,0,0,0,0,591.62,60.84,4.82,31.93,0,0,0,0,0,1.81,134.75,50,1,8,3,4,6,7,7,6,0,1.87,0,0,0,0,1.36,0,0,55.47,15.63,12.5,14.07,"H_c","c","H"
"1092",1092,0,0,0.91,0,1.66,3.34,1.32,44.56,20.45,0,0,0,0,3.4,486.89,64.72,3.12,1.17,0.97,0,3.7,0,0,14.04,50.9,3,2,9,4,6,7,6,5,6,0,7.93,0,0.001,0,0.05,0,0,0,62.98,23.56,9.61,1.92,"H_c","c","H"
"1093",1093,0,0,5.02,0,14.8,0.64,0,58.94,5.73,0,0,0,0,1.87,494.81,73.83,7.48,2.8,0.93,0,0.93,0,0,7.94,57.24,16,2,9,4,6,7,6,5,6,0,1.09,0,0,0,0,0,0,0,83.47,11.81,3.93,0.79,"H_c","c","H"
"1094",1094,0.19,0,1.21,0,4.52,30.11,0,31.51,30.11,0,0,0,0,0.51,857.79,28.3,22.17,44.81,0,0,0,0,0,4.72,150.03,53,1,7,2,3,4,8,8,4,0,0,0,0.001,0,0,0,0,0,70,10,20,0,"H_c","c","H"
"1095",1095,0,0,0,0,1.47,20.29,1.04,47.93,22.8,0,0,0,0,2.76,547.06,75.66,3.29,9.21,3.29,0,2.63,0,0,3.29,73.25,17,1,8,3,4,5,7,7,5,0,0.17,0,0.124,0,0.35,0,0,0,6.95,4.17,76.39,12.5,"H_c","c","H"
"1096",1096,0,0,1.27,0,1.49,27.65,0.22,41.23,24.22,0,0,0,0,0.53,790.96,51.25,15,30.31,0.62,0,0.63,0,0,2.19,103.46,39,1,7,2,3,5,8,8,4,0,0.75,0,1.28,0,0.09,0,0,0,28.57,10.71,50,10.71,"H_c","c","H"
"1097",1097,0,0,0,0,0,28.63,1.78,30.25,35.08,0,0,0,0,1.02,816.75,39.25,12.45,38.87,4.53,0,1.13,0.75,0,3.02,119.08,41,1,6,2,2,4,8,8,4,0,0,0,0,0,0,0,0,0,81.82,18.18,0,0,"H_c","c","H"
"1098",1098,2.95,0,0.27,0.5,0.56,51.86,0,18.81,19.9,0,0,0,0,1.15,895.31,19.74,11.8,63.09,0.42,0,0,0.21,0,4.29,122.73,35,1,6,2,2,4,8,9,4,0,0,0,0,0,0,0,0,0,70.64,20.18,9.17,0,"H_m","m","H"
"1099",1099,6.03,0,0.05,2.66,4.23,3.8,0,41.69,34.2,0,0.16,0.38,0,2.39,622.45,48.77,19.67,21.72,4.92,0,0.41,0,0,3.28,123.31,46,2,8,3,5,6,7,7,6,0,0,0,0,0,0.33,0,0,0,77.78,16.66,5.56,0,"H_c","c","H"
"1100",1100,0,0,0.19,0,0.23,40.78,0,28.7,25.66,0,0,0,0,0.61,836.7,16.95,10.51,66.1,0.68,0,0,0,0,5.76,137.68,55,1,6,2,3,5,8,8,4,0,0.09,0,0,0,0.14,0,0,0,75,15,10,0,"H_c","c","H"
"1101",1101,0,0,0.3,0,0.59,48.96,0,26.57,17.9,0,0,0,0,0.47,841.77,15.95,9.31,66.47,1.33,0,0,0,0,6.94,89.79,41,1,6,2,2,4,7,8,4,0,0.55,0,0,0,0,0,0,0,53.06,6.12,6.12,20.4,"H_c","c","H"
"1102",1102,0,0,8.12,0.35,3.93,17.38,0,50.31,12.49,0,0,0,0,1.48,702.87,40.69,28.97,22.07,1.38,0,0,0,0,6.21,77.94,23,2,8,3,4,5,7,7,5,0,0.87,0,0,0,0,0,0,0,77.79,18.52,3.7,0,"H_c","c","H"
"1103",1103,0.4,0,0,0,1.21,30.06,0,42.71,13.16,0,0,0,0,0,681.11,17.91,29.1,45.52,4.48,0,0,0,0,2.99,109.12,46,3,8,3,4,5,5,6,5,0,8.4,0,0,0,0,0,0,0,88.88,3.7,7.41,0,"H_c","c","H"
"1104",1104,0.04,0,1.1,0.25,1.85,13.41,0.46,61.92,12.85,0,0,0.04,0,2.73,753.16,21.56,22.08,51.43,0.78,0,0.52,0,0,3.38,74.51,16,2,7,3,3,5,6,6,5,0,1.45,0,0,0,0,0,0,0,82.02,14.6,1.12,2.25,"H_c","c","H"
"1105",1105,0.22,0,7.91,0,13.59,5.46,0,48.55,13.59,0,0,0,0,0.22,454.79,55.75,23.01,9.73,7.96,0,0.88,0,0,2.65,115.29,38,2,9,4,5,6,6,6,6,0,0,0,0.001,0,1.22,0,0,0,36.36,0,48.48,12.12,"H_c","c","H"
"1106",1106,0.03,0,0.58,0,4.22,46.23,0,25.26,3.19,0,0,0,0,1.34,631.04,64.72,15.48,7.61,2.79,0,1.27,0,0,7.61,75.3,13,3,8,3,4,6,4,5,5,0,11.6,0,0,0,0,0,0,0,53.7,0,0,37.03,"H_c","c","H"
"1107",1107,0,0,0.12,0,0.99,24.78,0,49.5,10.29,0,0,0,0,1.8,705.03,57.73,22.27,8.18,1.82,0,0.45,0,0,9.55,71.51,29,3,7,3,3,6,4,5,5,0,1.12,0,0,0,0,0,0,0,70,11.67,6.66,10,"H_c","c","H"
"1108",1108,0.06,0,0.28,0.28,0.11,7.07,0,54.57,22.55,0,0,0,0,1.34,619.05,53.25,28.05,4.47,3.66,0,0.81,0,0,9.76,111.25,29,3,8,3,4,6,4,5,6,0,0.67,0,0,0,0,0,0,0,69,23,7,1,"H_c","c","H"
"1109",1109,1.6,0,0.06,0.32,0.9,19.74,0,48.01,17.37,0,0,0,0,1.35,650.12,41.9,21.9,22.86,7.62,0,0,0,0,5.71,97.16,30,3,8,3,4,6,6,5,6,0,1.09,0,0,0,0,0,0,0,60.94,31.25,4.69,3.13,"H_c","c","H"
"1110",1110,0,0,1.97,2.78,8.15,34.21,1.21,29.11,7.25,0,0.13,0,0,1.12,606.98,47.8,33.56,3.73,1.02,0,1.02,0,0,12.88,81.01,27,3,8,3,4,6,5,5,6,0,1.48,0,0,0,0,0,0,0,51.61,17.2,7.53,22.58,"H_c","c","H"
"1111",1111,0.1,0,0.13,0.8,0.83,11.37,0,50.62,12.64,0,0,0,0,2.04,642.9,50.24,31.04,3.55,1.42,0,0.47,0,0,13.27,82.41,25,3,8,3,4,6,4,5,6,0,7.13,0,0,0,0,0,0,0,71.13,19.83,7.33,1.29,"H_c","c","H"
"1112",1112,0.22,0,0,0.22,0.71,14.1,2.52,29.18,8.67,0.05,0,0.99,0,1.97,358.57,22.34,14.51,11.37,9.81,0,0,0,0,36.47,85.51,16,3,10,4,7,8,7,5,7,0,5.87,1,0.004,0,0.16,0,0,1,67.77,17.36,3.31,0,"H_c","c","H"
"1113",1113,0.59,0,0.43,0.59,1.25,4.14,0.39,45.46,32.15,0,0,0,0,1.87,655,54.57,18.27,4.81,11.78,0,0.96,0,0,8.17,84.17,37,2,8,3,4,6,7,7,6,0,2.01,0,0.002,0,1.08,0,0,1,63.83,15.58,12.06,8.04,"H_c","c","H"
"1114",1114,0.83,0,2.01,0.43,5.83,14.78,1.73,30,16.08,0,0,0.86,0.04,2.16,534.14,64.36,14.1,2.39,9.57,0,0.8,0,0,6.91,81.61,24,2,9,4,5,6,7,6,6,0,16.08,0,0.024,0,0.76,0,0,1,64.86,14.87,16.22,4.05,"H_c","c","H"
"1115",1115,1.07,0,1.29,0.9,1.18,5.62,0,44.43,33.13,0,0,0,0.22,1.52,597,60.08,14.29,4.2,7.14,0,0.42,0,0,11.76,86.56,27,2,8,3,4,6,7,7,6,0,0.34,0,0,0,0,0,0,0,83.54,7.93,6.71,1.83,"H_c","c","H"
"1116",1116,0.09,0,1.99,1.7,2.79,9.41,1.04,47.04,23.55,0,0,0.24,0,1.51,660.84,67.47,15.92,2.77,7.26,0,0,0,0,6.23,76.74,25,2,8,3,4,6,7,7,6,0,2.55,0,0,0,0.38,0,0,1,76.1,12.38,9.73,0,"H_c","c","H"
"1117",1117,0.27,0,2.23,1.99,1.6,8.28,1.25,46.2,20.08,0,0,0,0,2.3,600.62,67.15,5.19,1.15,14.69,0,0.58,0,0,9.8,62.55,7,2,8,3,4,6,7,6,6,0,4.22,0,0.004,0,0,0,0,0,67.47,10.68,4.86,15.05,"H_c","c","H"
"1118",1118,0.63,0,0,0,0.21,8.45,0.21,60.41,23.84,0,0,0,0,1.62,637.15,83.68,8.79,0,3.35,0,0.42,0,0,2.93,67,7,3,8,3,4,6,5,6,6,0,0.37,0,0,0,0,0,0,0,83.93,10.71,5.36,0,"H_c","c","H"
"1119",1119,0.51,0,0,0.23,0.11,8.25,1.41,58.19,22.54,0,0,0,0,2.26,627.48,77.5,10.83,0,4.59,0,0.83,0,0,5.42,65.94,11,2,8,3,4,6,5,6,6,0,0.06,0,0,0,0.06,0,0,0,94.99,3.33,1.67,0,"H_c","c","H"
"1120",1120,0.23,0,0,0.31,0.38,9.33,0.38,44.19,28.36,0,0,0,0,1.22,610.02,57.71,21.71,8.57,2.86,0,1.14,0,0,6.86,84.56,26,2,8,3,4,6,6,6,6,0,7.49,0,0,0,0,0,0,0,80,11,5,4,"H_c","c","H"
"1121",1121,0.62,0,0.07,0.55,2.01,6.57,0,34.39,38.13,0,0.21,0,0,2.08,649.37,63.68,24.38,1,4.48,0,0,0,0,6.47,84.05,24,2,8,3,4,6,7,6,6,0,10.17,0,0,0,0,0,0,0.5,85.92,5.64,0,7.04,"H_c","c","H"
"1122",1122,0.69,0,1.92,2.65,3.75,7.54,24.41,29.89,17.82,0.05,0.37,0.09,0,1.28,472.69,53.45,13.52,4.09,20.12,0,0.31,0,0,5.66,0,46,4,9,4,5,7,4,4,6,0,3.84,0,0,0,0.05,0,0,0,13.42,6.04,12.75,53.02,"L_c","c","L"
"1123",1123,0.08,0,0.72,0.7,1.47,23.88,1.99,44.52,9.72,0,0,0.13,0,2.02,643.18,68.4,15.22,1.16,3.66,0,0.39,0,0,10.98,61.56,18,3,8,3,4,6,4,5,6,0,4.06,0,0,0,0,0,0,0,64.4,16.38,5.64,8.47,"H_c","c","H"
"1124",1124,1.96,0,0.68,3.02,1.21,8.38,0.68,39.4,30.34,0,0,0,0,1.43,510.54,65.71,10.29,4.57,7.42,0,1.71,0,0,8.57,78.67,33,2,9,4,5,6,7,7,6,0,3.62,0,0,0,0,0,0,0,77.97,11.86,0,0,"H_c","c","H"
"1125",1125,3.58,0,0.87,0.82,0.67,1.64,0,50,27.23,0,0,0,0,4.2,523.07,63.43,4.1,0.37,20.89,0,1.49,0,0,7.84,81.46,24,2,8,3,4,6,7,7,6,0,3.22,0,0,0,0,0,0,0,82.89,8.55,8.55,0,"H_c","c","H"
"1126",1126,1.69,0,0.31,1.82,0.69,2.26,0,54.76,21.49,0,0.69,1,0,3.13,456.81,68.28,10.57,3.52,3.08,0,2.2,0,0,12.33,88.96,30,2,10,4,6,7,6,5,7,0,0,1,0.249,0,0.25,0,0,0,35.95,5.47,36.72,20.31,"H_c","c","H"
"1127",1127,1.55,0,0.27,1.55,0.62,4.09,0,40.5,34.99,0.22,0.49,1.42,0,2.35,544.95,75.43,11.42,4.15,0.69,0,2.42,0,0,5.88,92.46,38,2,8,3,5,6,7,7,6,0,1.07,1,0,0,0.62,0,0,0,68.05,11.81,12.5,7.64,"H_c","c","H"
"1128",1128,0.47,0,0,0.07,0.07,7.06,0,44.37,33.99,0,0.34,1.56,0,2.17,528.94,59.28,21.13,11.86,0,0,2.06,0,0,5.67,89.88,31,2,8,3,5,6,7,7,6,0,1.49,0,0,0,0.27,0,0,0,80,18.18,0,1.82,"H_c","c","H"
"1129",1129,0.25,0,0,0,0,1.48,0,58.46,25.21,0,0,0,0,3.12,438.52,53.29,16.77,2.4,13.78,0,4.19,0,0,5.99,75.07,6,2,9,4,5,6,7,6,6,0,2.13,0,0,0,0.49,0,0,0,88.3,9.57,2.12,0,"H_c","c","H"
"1130",1130,0.67,0,5.21,0.11,3.96,24.55,0.11,17.03,27.35,0.06,0,0,0,0.08,648.29,39.39,8.32,40.64,2.78,0,0.28,0,0,7.77,103.8,31,3,8,3,4,6,6,5,6,0,12.98,0,10.732,0,0,0,0,0,37.85,12.14,31.43,16.42,"H_c","c","H"
"1131",1131,0.13,0,0.51,0.1,5.09,42.48,0,19.99,15.1,0,0,0,0,0.03,717.87,17.25,8.75,58.25,2.75,0,0,0,0,12.5,110.86,41,3,8,3,4,6,4,5,6,0,3.03,0,5.519,0,0,0,0,0,56.75,21.62,16.22,5.4,"H_c","c","H"
"1132",1132,0,0,1.81,0,6.46,24.65,0,29.3,12.01,0,0,0,0,0.16,628.11,39.76,11.02,39.76,2.36,0,0,0,0,7.09,95.92,26,3,8,3,4,6,5,5,6,0,20.92,0,0,0,0,0,0,0,44,36,20,0,"H_c","c","H"
"1133",1133,2.57,0,2.2,0.22,4.18,22.23,0,42.19,16.73,0,0,0,0,1.03,604.94,41.08,30.81,16.76,5.4,0,0,0,0,5.95,96.1,19,3,8,3,4,6,6,6,6,0,2.13,0,0,0,0,0,0,0,35.9,28.2,28.2,5.13,"H_c","c","H"
"1134",1134,0.08,0,2.35,0,12.3,28.4,0,22.1,6.07,0,0,0,0,1.29,521.97,57.63,19.77,11.86,6.21,0,0,0,0,4.52,92.71,22,3,9,3,5,6,6,5,6,0,23.39,0,0,0,0,0,0,0,80.64,12.9,6.45,0,"H_c","c","H"
"1135",1135,2.05,0,3.4,0,5.87,28.59,0,40.91,11.75,0,0,0,0,1.91,565.12,27.23,24.61,40.31,3.14,0,1.05,0,0,3.66,107.5,42,3,9,3,5,7,6,6,6,0,0.28,0,0,0,0,0,0,0,90.47,4.76,4.76,0,"H_c","c","H"
"1136",1136,1.44,0,0.84,0.51,5.03,20.97,0,48.18,17.38,0,0,0,0,0.65,656.08,36.99,13.7,43.84,1.03,0,0,0,0,4.45,105.04,41,3,8,3,4,6,6,6,6,0,0.79,0,0,0,0,0,0,0,58.99,23.74,12.23,2.88,"H_c","c","H"
"1137",1137,0.51,0,0,0,3.75,9.75,0,43.39,24.55,0,0,0,0,0.72,670.11,63.78,16.76,3.78,3.24,0,1.08,0,0,11.35,60.52,17,3,8,3,4,6,6,6,6,0,4.55,0,0,0,0,0,0,0,84.78,8.7,4.35,2.17,"H_c","c","H"
"1138",1138,0.3,0,0,0,1,9.47,0,44.87,38.88,0,0,0,0,1.2,673.49,64.93,15.67,14.18,2.98,0,0.75,0,0,1.49,88.51,21,2,8,3,4,6,8,6,6,0,0.4,0,0,0,0,0,0,0,47.62,28.57,23.81,0,"H_c","c","H"
"1139",1139,0.44,0,8.15,0,9.47,16.79,0,30.75,20.45,0,0,0,0,0.16,514.4,58.67,16.47,16.76,3.47,0,0,0,0,4.34,117.44,34,3,9,4,5,7,8,6,6,0,6.4,0,4.171,0,0,0,0,0,40.91,9.09,18.19,31.82,"H_c","c","H"
"1140",1140,0.07,0,1.87,0,4.38,25.04,0.24,17.66,32.89,0,0,0,0,0.07,636.08,11.21,17.16,61.12,2.1,0,0,0,0,8.41,114.42,34,4,8,3,4,6,4,5,6,0,10.11,0,0,0,0.05,0,0,0,72.5,25,2.5,0,"H_c","c","H"
"1141",1141,0.29,0,0.68,0.24,0.93,13.32,0,54.17,17.81,0,0,0,0,1.95,653.51,33.1,23.13,33.45,1.78,0,1.07,0,0,7.47,109.89,34,3,8,3,4,6,3,4,6,0,4.25,0,0,0,0,0,0,0,69.52,20.74,6.1,1.22,"L_c","c","L"
"1142",1142,0,0,0.82,0,0.54,7.03,0,32.73,52.12,0,0,0,0,0.54,674.83,36.93,35.27,19.92,2.07,0,0,0,0,5.81,92.1,31,4,8,3,4,6,3,4,5,0,0,0,0,0,0,0,0,0,86.67,13.34,0,0,"L_c","c","L"
"1143",1143,0,0,1.58,0,2.69,34.79,0.37,5.29,29.31,0,0,0,0,0.19,538.48,29.8,13.25,37.75,9.27,0,0,0,0,9.93,83.31,32,3,8,3,4,6,5,5,6,0,14.84,0,0,0,0,0,0,0,67.05,0,29.75,0,"H_m","m","H"
"1144",1144,0,0,3.31,0.65,1.23,23.53,0,21.91,34.22,0,0,0,0,0.65,495.65,14.71,9.8,58.33,5.39,0,0.49,0,0,11.27,138.9,29,4,9,4,5,7,5,4,6,0,3.18,0,0,0,0,0,0,0,66.66,0,18.52,14.81,"L_c","c","L"
"1145",1145,3.41,0,0.14,0.33,0.14,5.66,0,45.6,34.28,0,0,0,0,0.84,529.32,54.61,17.41,17.06,6.82,0,0.34,0,0,3.75,125.86,39,4,9,4,5,7,5,5,6,0,0.37,0,0,0,0,0,0,0,70.75,13.68,8.49,7.07,"H_c","c","H"
"1146",1146,0.31,0,0,0.76,0.15,7.25,0,28.53,15.48,0,0,0,0,2.06,532.2,50.56,14.61,20.79,0.56,0,1.12,0,0,12.36,101.74,32,4,9,3,5,6,3,4,6,0,35.85,0,0.001,0,0.08,0,0,0,58.97,10.26,23.07,6.41,"L_c","c","L"
"1147",1147,3.62,0,10.83,0.62,2.41,22.87,0,30.9,19.22,0.09,0,1.85,0,0.56,520.46,10.04,18.12,64.41,1.09,0,0.66,0,0,5.68,131.37,39,3,9,4,5,7,7,5,6,0,0.85,0,0.002,0,0,0,0,0,39.13,18.02,26.09,15.52,"H_c","c","H"
"1148",1148,3.97,0,0.19,0.1,0.97,23.52,0,23.67,39.88,0,0,0,0,0.53,508.27,10.26,18.68,64.1,0.73,0,0.73,0,0,5.49,126,38,3,9,4,5,7,8,6,6,0,0.15,0,0.001,0,0,0,0,0,43.25,29.73,9.46,17.57,"H_c","c","H"
"1149",1149,0.98,0,0.29,0.39,2.45,37.78,0,23.75,8.15,0,0,0,0,1.67,504.5,9.93,10.64,65.25,1.42,0,1.42,0,0,10.64,105.55,27,3,9,4,5,7,9,6,6,0,10.79,0,14.743,0,0.2,0,0,0,0,50,50,0,"H_c","c","H"
"1150",1150,1.39,0,1.74,0,5.03,15.02,0,37.07,11.28,0,0,0,0,0.35,519.43,33.33,9.09,24.24,4.85,0,0.61,0,0,26.06,0,38,3,9,4,5,7,9,7,6,0,2.17,0,0,0,0,0,0,0,34.83,0.9,57.55,2.69,"H_c","c","H"
"1151",1151,3.3,0,0,0.07,0.12,22.61,0,28.59,33.92,0,0.02,0,0,1.05,512.85,1.63,4.9,83.12,2.36,0,0.36,0,0,7.26,137.64,27,3,9,4,5,7,8,6,6,0,0.83,0,0.001,0,0,0,0,0,55.8,19.2,17.86,6.7,"H_c","c","H"
